Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
720,Finance,31,32446,19,43,53,Yes
721,IT,46,29725,12,45,55,No
722,IT,29,110597,6,58,95,No
723,Finance,32,113207,3,56,49,Yes
724,Sales,26,82632,16,43,70,No
725,HR,58,91945,17,32,70,No
726,HR,59,98741,16,47,75,No
727,Sales,50,41365,6,58,49,Yes
728,Finance,26,90792,8,57,65,No
729,IT,30,89857,19,51,59,Yes
730,HR,23,40704,2,35,83,No
731,Marketing,22,75575,14,46,48,No
732,Marketing,51,54902,12,52,54,No
733,Sales,32,26195,17,57,48,Yes
734,Finance,49,78517,15,43,46,No
735,HR,33,59012,18,43,65,No
736,Finance,47,36415,16,49,63,Yes
737,HR,34,64534,13,42,51,No
738,Sales,29,46686,17,56,99,No
739,Sales,49,102198,8,57,59,No
740,Marketing,51,53743,1,32,95,Yes
741,Finance,30,57161,3,42,53,Yes
742,Marketing,52,86313,16,58,61,No
743,Finance,42,27402,2,53,55,No
744,Marketing,55,88190,15,31,68,Yes
745,IT,52,77551,1,38,71,No
746,IT,46,38275,9,42,58,Yes
747,IT,33,53182,16,37,94,No
748,IT,22,39915,4,45,74,No
749,HR,43,25909,12,53,82,No
750,IT,58,90908,1,58,71,No
751,Sales,22,47620,1,32,94,Yes
752,Sales,22,59112,7,42,92,No
753,HR,42,99051,18,33,59,No
754,IT,36,27431,15,47,90,No
755,IT,38,111590,13,31,79,No
756,IT,43,87175,16,49,59,No
757,Marketing,59,57624,7,51,47,Yes
758,Finance,56,101121,16,50,97,No
759,Marketing,37,86264,13,44,74,Yes
760,Finance,29,56958,14,46,81,Yes
761,IT,38,26695,17,58,52,No
762,IT,38,74932,12,39,80,No
763,Marketing,47,69225,13,30,45,No
764,Marketing,34,26403,15,35,86,Yes
765,Finance,38,108346,4,32,55,No
766,Sales,59,99391,2,48,44,No
767,Finance,38,63636,18,36,92,No
768,Marketing,35,35839,2,42,84,Yes
769,Marketing,27,90546,15,42,90,No
770,HR,56,72829,19,46,73,No
771,Marketing,35,34230,15,30,45,No
772,HR,29,76977,10,43,98,Yes
773,Sales,36,65232,11,58,72,No
774,Finance,48,119792,10,55,54,No
775,Finance,34,50651,5,32,54,No
776,HR,52,64963,9,43,53,Yes
777,Finance,56,80872,19,53,78,Yes
778,Marketing,27,104198,13,30,44,No
779,IT,26,38739,18,45,91,No
780,HR,43,88294,17,39,96,No
781,Finance,44,73356,6,42,65,No
782,HR,46,26789,10,33,87,Yes
783,HR,55,44420,2,38,56,No
784,IT,47,114297,6,43,82,No
785,Marketing,26,62606,13,33,86,No
786,HR,47,63640,18,39,91,No
787,Finance,41,69135,7,37,55,No
788,Sales,27,62067,2,52,74,No
789,HR,27,83420,14,32,77,No
790,HR,39,42357,5,52,92,No
791,IT,25,64851,18,36,62,Yes
792,Marketing,38,63262,11,39,52,No
793,Sales,35,101853,10,32,72,No
794,Finance,35,83643,11,31,68,No
795,Sales,34,46534,2,44,92,Yes
796,Finance,28,116270,15,38,85,No
797,Marketing,36,57872,7,44,73,Yes
798,Finance,40,32689,9,46,73,Yes
799,IT,56,94103,5,59,66,No
800,IT,38,111268,7,36,54,No
801,IT,56,111310,2,49,98,Yes
802,IT,40,113731,3,47,89,No
803,Sales,41,62412,2,44,48,No
804,Marketing,57,72734,19,47,65,Yes
805,Finance,56,112793,4,53,42,No
806,Finance,53,94930,7,52,75,No
807,IT,45,47228,7,41,86,No
808,IT,38,102924,17,52,44,Yes
809,HR,28,36319,19,50,59,Yes
810,Marketing,22,31475,16,59,59,No
811,Sales,56,108694,3,55,44,No
812,Finance,53,39728,15,37,49,No
813,HR,57,54545,14,59,55,No
814,HR,34,106686,15,31,64,Yes
815,Finance,27,86756,14,31,83,No
816,Sales,35,93775,7,34,64,Yes
817,HR,58,63699,3,30,69,No
818,HR,36,61821,17,51,53,No
819,Marketing,25,55615,10,33,61,No
820,Sales,37,38746,15,35,82,No
821,HR,49,111457,6,52,67,No
822,Sales,37,47745,17,42,69,Yes
823,Finance,25,26245,17,48,58,Yes
824,IT,47,49853,14,40,77,No
825,HR,49,52632,18,42,81,No
826,Marketing,53,37856,5,37,59,No
827,Finance,23,81893,8,36,74,Yes
828,Sales,52,95641,7,42,61,No
829,Finance,24,93049,4,30,54,No
830,HR,29,83182,18,35,50,Yes
831,Sales,45,27801,5,36,93,No
832,IT,36,104431,16,45,73,No
833,Finance,52,64749,14,59,96,Yes
834,HR,30,98757,19,56,63,Yes
835,Marketing,23,80654,14,44,45,Yes
836,Sales,29,96574,9,49,56,Yes
837,Finance,28,80381,6,59,67,No
838,Finance,37,83601,17,31,89,Yes
839,IT,56,40082,19,55,70,Yes
840,IT,51,39648,12,54,75,No
841,Marketing,31,25364,4,52,94,No
842,Marketing,59,59568,16,45,48,No
843,HR,39,104646,11,46,49,No
844,HR,26,96494,4,53,60,No
845,Marketing,50,99632,17,44,97,Yes
846,Marketing,55,32436,8,32,73,No
847,Sales,44,111713,14,33,70,No
848,IT,26,51754,2,41,68,No
849,HR,51,85194,11,34,82,No
850,IT,27,49544,11,46,82,No
851,IT,25,85180,6,35,50,No
852,Marketing,50,88295,14,39,72,Yes
853,Sales,44,37638,10,51,97,Yes
854,Finance,27,90715,8,47,85,No
855,Sales,53,94409,7,56,40,No
856,Sales,39,108106,8,39,60,Yes
857,IT,36,42157,8,35,62,No
858,Sales,53,70565,2,53,96,Yes
859,HR,30,94996,16,35,48,Yes
860,IT,58,90888,9,49,95,No
861,HR,31,81095,13,44,40,Yes
862,Finance,41,89947,12,33,60,Yes
863,IT,27,112122,17,54,61,Yes
864,Finance,24,95880,2,45,93,No
865,IT,32,29507,13,51,43,Yes
866,Marketing,38,68988,1,53,40,No
867,Sales,53,41865,19,37,90,No
868,Marketing,25,52213,11,36,49,No
869,Finance,25,80954,5,48,54,Yes
870,Sales,38,82450,1,55,91,No
871,IT,40,29477,13,46,75,Yes
872,Sales,26,87222,8,50,68,No
873,HR,53,31533,6,42,91,No
874,Sales,43,74395,17,44,85,Yes
875,HR,27,48396,12,55,44,No
876,Sales,56,37755,1,55,68,Yes
877,HR,43,25865,3,31,86,Yes
878,Finance,22,36173,14,57,86,No
879,Marketing,41,83905,8,39,66,No
880,IT,43,63097,11,42,64,Yes
881,Sales,32,58371,14,47,55,Yes
882,Marketing,34,36254,8,59,55,Yes
883,IT,24,29018,3,52,75,No
884,IT,30,30192,7,40,64,No
885,HR,33,27015,19,42,80,Yes
886,Finance,44,93916,4,48,40,Yes
887,Finance,35,53343,16,58,44,No
888,Marketing,54,94306,13,53,80,No
889,Finance,39,30829,19,54,59,No
890,Sales,30,59381,5,59,44,No
891,Finance,44,106081,5,58,75,Yes
892,Marketing,31,43263,4,53,68,No
893,Finance,40,78260,2,51,87,No
894,Sales,26,68306,13,34,73,No
895,HR,44,116211,16,32,97,Yes
896,Marketing,51,83418,2,48,87,No
897,HR,46,115898,19,52,57,No
898,HR,49,25148,17,42,41,No
899,HR,55,26754,5,34,55,No
900,IT,46,51745,18,41,68,No
901,IT,31,97914,18,43,72,No
902,HR,35,80833,8,35,55,No
903,Marketing,51,45140,15,59,74,No
904,Sales,46,99907,13,51,86,Yes
905,Sales,35,85653,13,38,82,No
906,Finance,56,117535,16,46,81,No
907,Marketing,55,86521,13,37,56,No
908,IT,31,103315,2,55,43,No
909,HR,56,56075,3,42,88,No
910,Finance,32,55697,15,58,43,No
911,Sales,32,79544,19,34,90,Yes
912,IT,42,34795,13,58,64,Yes
913,IT,42,89555,5,51,72,Yes
914,HR,43,77204,6,51,53,No
915,Sales,28,94754,14,46,63,Yes
916,Marketing,38,89860,4,32,50,Yes
917,IT,23,76529,19,57,64,Yes
918,HR,33,36672,7,35,67,No
919,Marketing,39,79238,4,43,46,No
920,Sales,32,60950,2,44,88,Yes
921,IT,37,36009,7,43,75,No
922,Marketing,39,72096,3,40,49,No
923,Marketing,56,44544,15,40,88,Yes
924,Marketing,47,80728,1,38,75,No
925,IT,37,54381,2,35,70,No
926,IT,27,50287,10,44,58,Yes
927,Finance,33,89610,16,41,57,Yes
928,Sales,34,93122,15,58,88,No
929,HR,25,93184,15,35,45,No
930,Marketing,23,65081,14,30,67,Yes
931,Finance,47,108637,14,54,46,No
932,HR,48,70312,6,45,77,No
933,Finance,48,112228,14,49,96,No
934,IT,36,97943,17,44,51,Yes
935,Marketing,29,107790,18,31,80,No
936,HR,28,105770,19,46,89,No
937,HR,33,77726,17,32,73,No
938,HR,34,47211,16,32,64,No
939,HR,38,54480,8,34,56,No
940,HR,38,72780,7,46,92,No
941,Finance,57,82138,12,52,72,No
942,Marketing,42,115382,9,58,62,No
943,IT,29,67503,14,46,48,No
944,IT,26,82893,1,49,45,Yes
945,IT,47,71193,10,35,41,No
946,IT,37,86358,17,30,77,Yes
947,Finance,57,105857,17,36,48,No
948,Sales,49,103182,17,55,42,No
949,Marketing,50,47117,4,44,55,No
950,HR,33,84056,17,36,64,Yes
951,Sales,58,83706,18,48,63,No
952,IT,51,95429,2,49,86,No
953,Sales,44,34476,8,51,68,Yes
954,Marketing,37,107806,13,59,83,No
955,HR,35,80006,15,40,94,No
956,HR,31,112238,9,52,79,No
957,Marketing,28,94918,3,43,65,No
958,Marketing,58,88155,3,42,77,No
959,IT,50,92321,2,49,74,No
960,HR,24,70798,1,55,62,Yes
961,Sales,36,102271,14,56,43,Yes
962,Finance,57,55177,17,54,98,No
963,Finance,40,107215,13,38,81,No
964,Marketing,34,68013,19,38,53,Yes
965,IT,42,107600,15,45,92,Yes
966,Finance,58,78450,14,41,95,No
967,HR,48,72928,2,39,86,No
968,Marketing,50,117403,7,35,78,Yes
969,Sales,41,70382,17,47,46,No
970,Marketing,46,110038,18,31,47,Yes
971,Sales,27,25760,6,56,81,No
972,Marketing,57,49142,8,49,90,No
973,Marketing,23,42290,2,38,58,No
974,Marketing,43,96035,1,48,41,No
975,Sales,53,25364,16,35,86,No
976,Sales,37,81921,7,31,40,Yes
977,Marketing,39,44797,11,44,81,Yes
978,Finance,26,57535,15,46,77,No
979,IT,57,71300,13,45,93,No
980,IT,51,72176,2,57,52,No
981,IT,40,41105,14,50,81,No
982,Sales,44,32939,6,37,83,No
983,Sales,55,104472,9,39,63,Yes
984,Finance,34,67029,7,39,71,No
985,IT,50,40863,18,47,69,No
986,IT,57,103097,9,39,45,No
987,Marketing,43,35447,4,38,77,No
988,Sales,57,71940,9,57,72,No
989,IT,30,102947,4,53,83,No
990,Finance,40,110001,12,48,94,No
991,Finance,59,44642,4,30,62,No
992,IT,27,92643,14,33,49,No
993,Sales,36,32928,7,53,96,No
994,Finance,41,73002,13,32,85,No
995,Marketing,30,109853,8,39,54,No
996,Finance,53,50017,5,41,99,No
997,HR,25,104064,12,47,62,No
998,HR,39,38313,13,52,95,No
999,Sales,26,26559,14,49,75,Yes
1000,IT,41,75893,18,35,96,No
1001,Sales,44,40167,4,50,40,No
1002,Sales,32,105879,18,31,47,Yes
1003,Sales,58,63598,7,39,42,No
1004,Sales,43,32523,15,31,53,No
1005,Marketing,25,74777,6,59,56,No
1006,Marketing,50,53439,16,38,73,No
1007,Finance,55,106060,8,56,86,No
1008,HR,34,38285,16,39,45,Yes
1009,Sales,30,35973,16,31,44,No
1010,Finance,52,47694,3,37,85,Yes
1011,HR,28,60774,17,53,90,Yes
1012,IT,25,29302,9,46,80,No
1013,Marketing,40,47391,3,46,79,No
1014,HR,51,29611,7,58,68,No
1015,IT,52,34372,18,33,74,No
1016,HR,56,49312,12,47,57,No
1017,Marketing,42,39080,19,41,79,No
1018,Marketing,52,105618,16,46,87,No
1019,Finance,40,45874,17,38,69,Yes
1020,Sales,52,87537,15,58,54,Yes
1021,HR,53,98914,1,48,92,No
1022,HR,23,26597,2,43,54,Yes
1023,IT,31,36600,8,43,55,No
1024,Marketing,23,28747,2,59,96,No
1025,HR,23,104415,19,46,72,Yes
1026,Marketing,45,103553,9,31,49,No
1027,HR,38,49815,9,37,58,Yes
1028,Finance,53,109500,13,34,76,No
1029,Sales,37,119348,6,56,89,No
1030,HR,37,49714,15,36,42,No
1031,Marketing,52,43890,19,51,75,Yes
1032,Finance,45,86509,15,58,43,No
1033,HR,22,86824,18,45,50,Yes
1034,IT,32,29725,7,45,80,No
1035,Sales,42,68205,11,46,72,No
1036,HR,25,45684,8,51,67,No
1037,Finance,28,116861,6,56,71,No
1038,IT,47,82911,8,36,96,No
1039,Finance,33,38092,2,49,55,Yes
1040,Finance,52,64770,19,37,48,Yes
1041,IT,38,50457,16,37,50,No
1042,Finance,54,96667,7,52,45,Yes
1043,IT,32,115751,10,40,98,No
1044,HR,49,87894,12,44,88,No
1045,IT,53,86305,17,47,66,No
1046,IT,22,37612,7,35,51,No
1047,Sales,49,103627,8,51,61,No
1048,IT,28,62089,7,41,79,No
1049,IT,23,77137,4,44,87,No
1050,HR,45,25559,3,57,76,No
1051,Sales,25,91249,19,52,60,No
1052,Marketing,40,62361,15,35,72,No
1053,HR,47,105720,4,47,56,No
1054,HR,32,40261,9,53,95,No
1055,Marketing,32,45372,13,49,68,Yes
1056,IT,24,80355,18,38,92,No
1057,Finance,33,82920,16,37,79,No
1058,Sales,24,57544,1,43,49,No
1059,Finance,48,25037,4,48,57,Yes
1060,Marketing,23,68032,18,48,86,No
1061,HR,37,103233,8,37,91,No
1062,HR,23,66420,16,31,52,No
1063,Sales,51,116552,11,54,66,No
1064,HR,41,59600,19,33,49,Yes
1065,HR,59,73285,19,35,71,No
1066,Sales,49,87008,18,32,80,No
1067,Sales,46,114520,19,32,84,No
1068,Marketing,53,30167,11,48,42,No
1069,HR,31,25432,3,40,61,Yes
1070,HR,54,94687,8,58,66,No
1071,Marketing,34,96947,19,39,94,Yes
1072,IT,58,75903,10,41,42,No
1073,IT,37,117159,16,43,72,No
1074,IT,43,79149,5,59,41,No
1075,Marketing,41,112640,9,59,50,No
1076,HR,48,81768,8,57,85,No
1077,Marketing,37,85184,11,47,49,No
1078,Marketing,55,90792,16,53,78,No
1079,IT,53,58439,7,38,94,No
1080,Finance,47,58257,15,44,99,No
1081,HR,46,69674,17,53,72,No
1082,IT,23,76248,6,55,97,No
1083,Finance,33,108602,15,32,46,Yes
1084,Finance,30,70371,8,52,54,No
1085,Sales,33,92996,7,40,65,No
1086,HR,47,62297,2,39,50,No
1087,Finance,30,79273,13,47,77,No
1088,IT,31,86256,6,33,66,No
1089,Sales,53,59743,5,57,93,No
1090,HR,55,93752,1,42,78,No
1091,Marketing,41,104803,18,59,46,No
1092,IT,23,100117,15,58,40,No
1093,Finance,22,95051,10,35,49,Yes
1094,Finance,57,47076,3,56,60,No
1095,IT,45,100312,5,50,54,No
1096,Finance,48,112483,13,42,69,No
1097,Sales,23,27963,8,54,69,Yes
1098,HR,52,97322,2,55,47,Yes
1099,Sales,35,38866,9,49,63,No
1100,Finance,23,57305,17,34,58,Yes
1101,Marketing,50,87403,18,49,42,No
1102,HR,36,107896,13,43,94,No
1103,HR,33,57813,1,42,54,No
1104,IT,58,91729,12,43,75,Yes
1105,IT,49,85686,5,37,45,No
1106,Marketing,41,29512,8,45,96,No
1107,HR,45,47666,15,42,81,No
1108,Marketing,42,41630,3,53,89,No
1109,IT,31,99519,6,44,87,No
1110,IT,35,25636,13,48,57,Yes
1111,HR,58,28775,12,30,77,No
1112,Sales,39,92957,19,51,58,No
1113,Finance,45,89591,18,31,88,No
1114,IT,35,103561,1,47,89,No
1115,IT,55,99816,7,48,69,No
1116,Sales,33,36351,12,37,52,Yes
1117,Sales,43,80184,10,32,78,No
1118,Marketing,27,94180,12,52,91,No
1119,Marketing,57,106678,11,55,51,No
1120,Finance,57,98309,4,43,73,No
1121,Finance,43,119002,19,55,98,No
1122,HR,35,35778,6,38,51,No
1123,Marketing,37,37501,9,58,83,No
1124,IT,57,27108,10,37,63,Yes
1125,Marketing,46,119905,5,46,43,No
1126,IT,53,61382,13,52,75,No
1127,Sales,54,116354,9,52,89,No
1128,Marketing,57,100787,2,53,87,Yes
1129,Sales,41,48341,18,45,53,No
1130,Finance,39,102214,1,39,56,No
1131,Finance,59,39367,12,50,88,No
1132,HR,24,94868,10,39,42,No
1133,Marketing,44,37002,2,54,77,No
1134,Sales,53,110820,9,54,62,No
1135,IT,37,84949,2,53,52,No
1136,Finance,26,40700,14,35,48,No
1137,Finance,25,104305,11,51,60,Yes
1138,IT,42,87543,11,46,80,No
1139,Sales,35,54318,17,58,47,Yes
1140,Sales,52,114859,4,45,56,No
1141,Marketing,35,52610,13,44,55,No
1142,Marketing,27,97499,7,51,55,Yes
1143,HR,33,98374,16,43,98,No
1144,Finance,37,90226,1,33,67,No
1145,Marketing,38,70167,13,33,90,No
1146,Sales,44,102779,1,59,95,Yes
1147,IT,35,52939,11,31,55,No
1148,Sales,28,86365,6,58,96,Yes
1149,Finance,53,92381,3,40,85,Yes
1150,Sales,36,71710,12,59,91,Yes
1151,HR,38,41766,5,33,85,No
1152,Finance,55,37780,9,50,53,Yes
1153,IT,26,73458,12,58,85,Yes
1154,HR,48,81221,10,57,83,No
1155,Finance,44,26509,19,50,77,No
1156,IT,35,114493,5,45,59,Yes
1157,HR,36,59346,5,50,84,No
1158,HR,54,107799,9,33,87,No
1159,Finance,52,71874,17,30,80,Yes
1160,Marketing,56,51148,10,59,73,No
1161,HR,38,56533,1,55,93,Yes
1162,HR,49,103467,16,53,98,Yes
1163,IT,40,26359,15,48,68,No
1164,Sales,44,115068,17,31,42,Yes
1165,Finance,53,85313,13,38,49,Yes
1166,Finance,34,45344,1,52,59,No
1167,Marketing,41,94778,8,54,41,No
1168,Marketing,56,45601,5,42,66,No
1169,Finance,26,44116,6,47,71,No
1170,Marketing,30,81985,14,45,95,No
1171,IT,50,55782,11,45,49,No
1172,Finance,27,74819,6,54,79,No
1173,Marketing,46,109416,11,39,56,No
1174,Finance,52,94035,13,38,97,No
1175,Sales,43,69458,12,40,93,Yes
1176,HR,23,116556,2,54,72,No
1177,Finance,26,33080,3,55,45,No
1178,HR,48,113743,4,58,78,No
1179,Marketing,46,58957,17,55,86,No
1180,HR,29,38908,6,33,57,No
1181,Finance,22,115570,7,39,48,No
1182,Sales,41,116324,15,32,47,No
1183,Marketing,44,103287,11,35,64,No
1184,Finance,53,72482,3,32,70,No
1185,Marketing,32,63314,6,56,81,No
1186,IT,45,99921,2,38,43,No
1187,HR,32,108768,14,32,59,No
1188,IT,50,40831,9,47,67,Yes
1189,Finance,47,45125,18,37,79,No
1190,Sales,37,87451,19,51,40,No
1191,Marketing,56,70708,12,37,79,No
1192,HR,41,42682,13,44,94,No
1193,Marketing,24,107824,12,42,83,No
1194,Finance,22,60794,12,36,62,Yes
1195,Marketing,22,84372,18,48,96,No
1196,HR,38,64477,9,37,86,No
1197,Finance,23,78863,17,39,52,No
1198,Marketing,50,114941,16,46,55,No
1199,Sales,41,63737,17,30,65,No
1200,Finance,27,27620,8,42,94,No
1201,Finance,29,60057,11,58,70,No
1202,Sales,50,65138,2,55,89,No
1203,IT,54,104390,8,42,40,Yes
1204,HR,24,78024,12,53,56,No
1205,IT,56,34677,1,45,55,No
1206,Marketing,26,69111,13,58,94,No
1207,Sales,48,49074,17,38,76,Yes
1208,IT,33,42824,14,39,91,No
1209,Finance,41,25765,14,35,92,No
1210,Marketing,41,70439,16,34,49,No
1211,Marketing,30,73926,17,31,97,No
1212,IT,25,61860,6,40,77,No
1213,IT,40,37975,7,38,83,No
1214,Sales,59,99877,1,35,70,No
1215,HR,48,118677,15,37,49,No
1216,IT,34,102870,18,38,93,No
1217,IT,34,106371,13,38,88,No
1218,Finance,43,51548,2,37,73,Yes
1219,Marketing,49,115575,19,41,90,Yes
1220,HR,43,63736,15,55,91,No
1221,Finance,40,86562,12,37,45,No
1222,Sales,29,65409,15,32,67,Yes
1223,Sales,29,109101,18,42,67,Yes
1224,IT,47,34834,14,48,98,No
1225,IT,47,25840,6,31,52,No
1226,Sales,44,104409,12,46,80,Yes
1227,IT,34,56568,6,45,51,No
1228,HR,49,35846,9,33,89,No
1229,IT,30,30899,4,47,79,No
1230,Marketing,41,111038,17,43,96,No
1231,IT,40,91101,2,59,89,Yes
1232,Finance,33,63773,16,31,96,Yes
1233,HR,36,99723,14,42,94,Yes
1234,Finance,52,97762,8,56,96,Yes
1235,Finance,35,29311,14,56,93,Yes
1236,Marketing,32,81888,2,50,41,Yes
1237,HR,47,66616,16,49,47,No
1238,HR,48,77134,4,46,81,Yes
1239,HR,32,116225,1,44,48,No
1240,HR,59,31083,14,54,99,No
1241,HR,55,37598,8,59,95,No
1242,Marketing,40,107476,3,49,89,Yes
1243,IT,27,117416,5,34,47,Yes
1244,Finance,59,27580,6,36,90,No
1245,HR,49,82395,8,47,42,No
1246,IT,22,67321,6,53,48,No
1247,IT,56,34386,6,40,52,No
1248,Finance,29,78171,4,47,48,No
1249,Marketing,28,44522,7,56,70,No
1250,Sales,32,90532,19,55,64,No
1251,Sales,25,116760,7,34,91,No
1252,IT,46,39635,3,42,83,No
1253,Finance,33,25671,8,57,94,No
1254,Sales,47,58545,1,47,84,Yes
1255,IT,59,79079,1,31,47,No
1256,Marketing,33,51855,14,49,86,No
1257,Sales,58,60790,6,33,70,No
1258,IT,45,76012,10,42,84,No
1259,IT,37,39260,14,53,92,No
1260,HR,34,90139,4,58,84,Yes
1261,Marketing,46,26074,6,45,70,Yes
1262,HR,25,67676,16,35,56,Yes
1263,Finance,32,34475,1,55,86,No
1264,HR,53,103414,6,37,96,No
1265,HR,28,40120,9,45,93,No
1266,Sales,32,48147,15,42,58,No
1267,IT,49,26986,12,52,42,Yes
1268,Marketing,44,57430,3,58,85,Yes
1269,HR,44,80479,11,55,69,No
1270,Marketing,49,107966,15,33,49,No
1271,HR,47,27176,3,31,88,No
1272,Finance,46,109258,14,38,68,No
1273,HR,50,109153,2,47,79,No
1274,Sales,40,86918,4,46,57,Yes
1275,IT,54,52115,19,37,51,No
1276,Finance,57,102442,12,55,88,No
1277,HR,35,65002,2,44,62,No
1278,Marketing,35,82124,17,38,50,No
1279,Finance,56,31610,3,46,48,Yes
1280,Finance,51,74752,10,52,93,Yes
1281,HR,49,103947,16,31,95,No
1282,Finance,38,99716,9,35,63,No
1283,Marketing,24,72993,11,58,64,No
1284,Finance,37,35073,15,56,94,Yes
1285,Marketing,51,62251,3,34,64,No
1286,HR,50,96437,16,46,86,Yes
1287,IT,36,63897,12,31,48,Yes
1288,Finance,46,75906,5,47,51,Yes
1289,IT,59,76616,7,39,50,No
1290,Marketing,59,29482,9,39,88,No
1291,Finance,44,115964,18,35,77,No
1292,Sales,46,97936,8,56,67,Yes
1293,IT,28,64574,12,41,47,Yes
1294,Finance,43,68284,2,46,49,Yes
1295,IT,38,97932,10,56,64,No
1296,Finance,39,32338,19,42,86,Yes
1297,HR,31,67718,9,49,75,No
1298,IT,31,37500,8,57,89,Yes
1299,Sales,28,36545,1,45,82,Yes
1300,Sales,59,86480,6,39,48,Yes
1301,Marketing,48,30241,12,56,80,Yes
1302,Finance,54,114314,19,50,99,No
1303,IT,22,47821,17,31,47,No
1304,Marketing,55,29695,2,31,42,No
1305,IT,25,102066,11,52,92,Yes
1306,Finance,38,39318,18,36,57,Yes
1307,Sales,25,75934,11,35,85,No
1308,HR,47,47331,18,30,74,No
1309,Sales,25,77672,8,41,56,No
1310,Marketing,22,116891,15,42,75,No
1311,HR,28,101860,9,41,92,No
1312,Marketing,51,118685,15,48,67,Yes
1313,Finance,30,93754,7,38,89,No
1314,HR,56,110677,13,39,54,No
1315,Marketing,29,27837,13,46,58,No
1316,Finance,45,65077,1,47,99,No
1317,Sales,40,104915,4,37,61,No
1318,Finance,57,29239,4,36,45,Yes
1319,IT,48,111348,4,38,86,No
1320,Finance,53,54669,13,39,46,Yes
1321,Finance,35,73624,2,41,83,No
1322,IT,39,100147,15,44,87,No
1323,Marketing,49,29150,4,44,48,No
1324,Marketing,50,36109,6,57,59,No
1325,Finance,37,51016,3,33,76,No
1326,IT,56,36936,7,33,50,Yes
1327,IT,52,36036,6,52,41,No
1328,Sales,25,64236,3,30,61,Yes
1329,Marketing,58,39021,4,55,87,No
1330,HR,38,61943,10,41,75,No
1331,Marketing,47,106007,9,54,44,Yes
1332,Marketing,25,75016,6,31,46,Yes
1333,Sales,51,48244,11,44,45,No
1334,HR,51,88027,7,46,95,No
1335,Sales,43,63985,18,36,61,No
1336,HR,32,26502,4,35,49,Yes
1337,Finance,23,78836,5,41,85,No
1338,HR,33,28770,4,48,79,No
1339,Sales,51,67865,4,30,85,Yes
1340,Marketing,57,78811,13,57,85,No
1341,HR,39,29001,16,50,59,No
1342,HR,47,85848,14,55,67,No
1343,IT,28,77635,11,43,62,No
1344,Marketing,22,45946,2,33,74,No
1345,Finance,47,91134,14,34,40,No
1346,Sales,44,116103,7,30,68,Yes
1347,Finance,47,117044,11,30,48,No
1348,Marketing,27,68744,4,50,48,Yes
1349,HR,27,64159,7,35,61,No
1350,HR,29,48671,16,34,41,No
1351,Marketing,45,41450,6,31,55,Yes
1352,HR,43,39908,6,54,79,Yes
1353,HR,40,82275,2,50,97,No
1354,HR,58,69358,8,56,45,No
1355,Sales,39,74047,7,56,94,No
1356,Sales,52,60518,14,34,52,No
1357,IT,58,82813,9,55,72,No
1358,Finance,51,31806,15,38,58,No
1359,Marketing,54,65891,18,48,54,Yes
1360,Marketing,31,108551,12,50,72,No
1361,Marketing,58,64220,19,44,49,No
1362,IT,33,42158,13,42,40,No
1363,Sales,51,105992,7,41,99,Yes
1364,IT,48,52588,10,34,51,No
1365,Marketing,30,87576,10,31,82,No
1366,Finance,42,113027,2,56,68,Yes
1367,HR,33,49188,14,33,56,No
1368,Sales,50,117615,13,56,43,No
1369,Sales,54,83830,6,56,68,Yes
1370,IT,36,29019,9,47,94,Yes
1371,Sales,23,37419,13,50,46,No
1372,Marketing,39,58697,9,39,83,No
1373,Marketing,24,109932,13,42,52,Yes
1374,IT,28,32973,5,41,44,Yes
1375,Marketing,39,111649,14,31,99,No
1376,Finance,59,36136,5,55,45,No
1377,IT,58,109739,9,44,73,Yes
1378,Finance,54,87502,8,43,92,Yes
1379,HR,52,56285,7,54,46,No
1380,Finance,32,48039,8,39,85,No
1381,HR,25,91720,3,51,96,No
1382,HR,39,113263,15,37,93,No
1383,Finance,25,84155,8,54,67,No
1384,IT,55,41911,1,44,85,No
1385,Marketing,50,25916,7,42,49,No
1386,Marketing,45,84052,19,37,43,No
1387,HR,43,94110,2,50,42,Yes
1388,HR,23,42790,14,50,64,No
1389,IT,27,108161,18,51,62,No
1390,Sales,46,30206,15,43,66,No
1391,Finance,42,110053,14,30,53,No
1392,HR,37,74950,19,42,77,No
1393,Marketing,52,81361,19,56,71,No
1394,IT,35,86451,17,37,62,No
1395,Finance,49,62696,19,47,86,No
1396,IT,53,106641,16,51,79,No
1397,Finance,49,93226,19,59,76,No
1398,Finance,30,71728,1,59,42,No
1399,HR,43,80401,19,38,74,Yes
1400,IT,53,91226,7,42,52,Yes
1401,IT,26,50103,11,32,73,No
1402,Marketing,44,59263,5,47,63,No
1403,Marketing,26,101621,17,39,40,No
1404,HR,53,75044,11,34,51,Yes
1405,HR,31,82730,8,56,47,No
1406,Sales,36,50825,10,54,58,Yes
1407,Marketing,28,101256,12,35,48,No
1408,Finance,50,62271,10,59,67,Yes
1409,IT,24,102256,13,37,53,Yes
1410,HR,40,71732,18,53,99,Yes
1411,IT,31,91433,10,36,66,No
1412,IT,49,107630,19,50,57,No
1413,Sales,50,48572,17,47,81,Yes
1414,Marketing,36,63546,16,43,80,No
1415,HR,56,40150,5,44,45,Yes
1416,IT,27,79165,3,39,72,No
1417,HR,33,88690,15,55,76,No
